title,theme
"Bundle: Shelly Cashman Series Microsoft Office 365 & Excel 2019 Comprehensive, Loose-leaf Version + MindTap, 1 term Printed Access Card",Business&Other
VBA for Modelers: Developing Decision Support Systems: Developing Decision Support Systems (with Microsoft Office Excel Printed Access Card),Business&Other
Excel 2007 Advanced Report Development,Business&Other
"Bundle: Illustrated Microsoft Office 365 & Excel 2016: Comprehensive, Loose-leaf Version + MindTap Computing, 1 term (6 months) Printed Access Card",Business&Other
"MOS 2010 Study Guide for Microsoft Word Expert, Excel Expert, Access, and SharePoint Exams (MOS Study Guide)",Business&Other
"MindTap Computing, 1 term (6 months) Printed Access Card for Freund/Starks/Schmieder?셲 Shelly Cashman Series Microsoft Office 365 & Excel 2016: Comprehensive",Business&Other
"Marquee Series: Microsoft Office Text, eBook 1-year access (code via ground delivery) Word, Excel, Access, Power Point 2016 Workbook",Business&Other
"Bundle: Shelly Cashman Series Microsoft Office 365 & Excel 2016: Comprehensive, Loose-leaf Version + LMS Integrated SAM 365 & 2016 Assessments, ... with 1 MindTap Reader Printed Access Card",Business&Other
Office 2016 For Beginners- The PERFECT Guide on Microsoft Office: Including Microsoft Excel Microsoft PowerPoint Microsoft Word Microsoft Access and more!,Business&Other
Problem-Solving Cases in Microsoft Access??and Excel,Business&Other
"Bundle: New Perspectives Microsoft Office 365 & Excel 2016: Comprehensive + MindTap Computing, 1 term (6 months) Printed Access Card",Business&Other
"Bundle: Succeeding in Business with Microsoft Excel 2013: A Problem-Solving Approach + SAM 2013 Assessment, Training, and Projects v1.0 Printed Access Card by Debra Gross (2013-08-27)",Business&Other
Using Microsoft Excel and Access 2013 for Accounting (with Student Data CD-ROM),Business&Other
Microsoft Excel 2013 Building Data Models with PowerPivot (Business Skills),Business&Other
"Microsoft Excel 2016 Business Analytics & Power BI Quick Reference Guide, 2017 Ed. (4-page Cheat Sheet of Instructions, Tips & Shortcuts - Laminated Guide)",Business&Other
DAX Formulas for PowerPivot: A Simple Guide to the Excel Revolution,Business&Other
Dashboarding and Reporting with Power Pivot and Excel: How to Design and Create a Financial Dashboard with PowerPivot End to End,Business&Other
Managing Data Using Excel (Research Skills),Business&Other
Formulas DAX para PowerPivot: Una guia simple hacia la revolucion de Excel (Spanish Edition),Business&Other
"Excel 2019: 2 Books in one, A Basic Guide for Beginners + How to Use Formulas and Functions in Your Business, to Boosting your Productivity and Master Spreadsheets",Business&Other
"Excel 2019: How to Use Formulas and Functions in Real Life and Your Business, an Easy Guide to Boosting your Productivity and Master Spreadsheets",Business&Other
Excel 2020: Learn how to Master Excel and Boost your Productivity with this Complete Guide,Business&Other
"Python Automation Cookbook: 75 Python automation ideas for web scraping, data wrangling, and processing Excel, reports, emails, and more, 2nd Edition",Business&Other
Excel VBA Programming for Dummies: Third Edition,Business&Other
"Microsoft Excel 2016 Programming by Example with VBA, XML, and ASP",Business&Other
Excel Programming: The Ultimate Collection to Learn Excel VBA & Excel Macros Step by Step,Business&Other
Excel 2010 Power Programming with VBA,Business&Other
Programming Excel with VBA and .NET: Solve Real-World Problems with Excel,Business&Other
Dashboards for Excel,Business&Other
Excel VBA: The Ultimate Intermediate's Guide to Learn VBA Programming Step by Step,Business&Other
Microsoft짰 Office Excel짰 2007 Visual Basic짰 for Applications Step by Step,Business&Other
VBA de Excel [Excel VBA]: La Gu챠a definitiva para principiantes para aprender la programaci처n de VBA paso a paso [The Ultimate Beginner's Guide to Learn VBA Programming Step by Step],Business&Other
"Writing Excel Macros with VBA, 2nd Edition",Business&Other
Excel VBA: A Step-By-Step Guide To Learn And Master Excel VBA Programming,Business&Other
Excel VBA: The Ultimate Beginner's Guide to Learn VBA Programming Step by Step,Business&Other
Excel with VBA,Business&Other
"Excel VBA & Excel Macros: Mastering Excel VBA, Tips and Tricks of VBA Programming and Mastering Excel Macros",Business&Other
The Excel Analyst's Guide to Access,Business&Other
Excel VBA in Easy Steps,Business&Other
Excel XLOOKUP Champion: Master the Newly Released XLOOKUP Function. The Successor of Excel Vlookup Formula on Steroids! (Excel Champions Book 5),Business&Other
VBA Automation for Excel 2019 Cookbook: Solutions to automate routine tasks and increase productivity with Excel and other MS Office applications,Business&Other
Excel Macros: A Step-by-Step Guide to Learn and Master Excel Macros,Business&Other
"Excel VBA & Excel Pivot Tables Crash Course: Ultimate Crash Course to Learn It Well and Become an Expert in VBA, Excel Macros & Pivot Tables. Smarter Way to Learn it faster and Remember it longer.",Business&Other
Excel : The Ultimate Comprehensive Step-By-Step Guide to the Basics of Excel Programming,Business&Other
Programacion avanzada en VBA-Excel para principiantes: Con ejemplos de librer챠as dll y complementos Add-In en Visual Basic .NET (Spanish Edition),Business&Other
"(Excel VBA and Macros with MrExcel LiveLessons (Video Training) (livelessons (Prentice Hall))) [By: Jelen, Bill] [Apr, 2009]",Business&Other
EXCEL VBA PROGRAMMING : This Book Includes :: A Step-by-Step Tutorial For Beginners To Learn Excel VBA Programming From Scratch and Intermediate ... VBA Programming For Professional Advancement,Business&Other
Excel VBA Programming For Dummies,Business&Other
Excel VBA: A Comprehensive Beginner's Guide to Learn Excel VBA Step by Step,Business&Other
Excel VBA 24-Hour Trainer,Business&Other
Microsoft Excel VBA Programming for the Absolute Beginner,Business&Other
Excel 2000 VBA Programmers Reference,Business&Other
Excel PivotTables and Dashboard: The step-by-step guide to learn and master Excel PivotTables and dashboard,Business&Other
Excel VBA: A Beginners' Guide,Business&Other
VBA for Modelers: Developing Decision Support Systems: Developing Decision Support Systems (with Microsoft Office Excel Printed Access Card),Business&Other
Excel 2019 Macros and VBA: An Introduction to Excel Programming (Excel 2019 Mastery Book 4),Business&Other
Secrets of VBA for Modelers!: Developing Decision Support Systems with Microsoft Office Excel,Business&Other
Microsoft Excel/Visual Basic Step by Step (Step by Step Series),Business&Other
Excel 2007 VBA (Visual Training series),Business&Other
Advanced programming in VBA-Excel for beginners: With examples of DLL libraries and Add-Ins in Visual Basic .NET,Business&Other
Excel VBA : A Step-by-Step Comprehensive Guide on Excel VBA Programming Tips and Tricks for Effective Strategies,Business&Other
Excel VBA 365 Made Easy,Business&Other
Excel 2007 VBA Programming For Dummies,Business&Other
An Introduction to Excel VBA Programming: with Applications in Finance and Insurance,Business&Other
"Excel VBA : A Step-by-Step Simplified Guide to Excel VBA Programming Techniques, Data Reporting, Business Analysis and Tips and Tricks for Effective Strategies",Business&Other
"Financial Modeling for Business Owners and Entrepreneurs: Developing Excel Models to Raise Capital, Increase Cash Flow, Improve Operations, Plan Projects, and Make Decisions",Business&Other
"Visual Studio Tools for Office: Using C# with Excel, Word, Outlook, and InfoPath",Business&Other
"Microsoft Excel 2013 Programming: By Example with VBA, XML, and ASP",Business&Other
"Microsoft Excel 2019 Programming by Example with VBA, XML, and ASP",Business&Other
"Mastering Excel VBA and Machine Learning : A Complete, Step-by-Step Guide To Learn and Master Excel VBA and Machine Learning From Scratch",Business&Other
"Microsoft EXCEL 2010 Programming By Example with VBA, XML, and ASP",Business&Other
Excel VBA: A Step-By-Step Comprehensive Guide on Advanced Excel VBA Programming Techniques and Strategies,Business&Other
"The Ultimate Excel VBA Master: A Complete, Step-by-Step Guide to Becoming Excel VBA Master from Scratch",Business&Other
EXCEL VBA: Gui?a de Excel VBA paso a paso para principiantes (Spanish Edition),Business&Other
"Excel VBA: Step-by-Step Guide To Excel VBA For Beginners (Excel Programming, Excel Macros)",Business&Other
"Excel VBA: A Comprehensive, Step-by-Step Guide on Excel VBA Finance for Data Reporting and Business Analysis",Business&Other
Excel 2016: A Comprehensive Beginner?셲 Guide to Microsoft Excel 2016,Business&Other
"Your Guide to excel in FIRST Tech Challenge: Robot Architecture, Design, Programming and Game Strategies",Business&Other
"Your guide to Excel in First Lego League: Robot Architecture, Design, Programming and Game Strategies",Business&Other
Contemporary Operations and Logistics: Achieving Excellence in Turbulent Times,Business&Other
8th Grade Common Core Math: Daily Practice Workbook | 1000+ Practice Questions and Video Explanations | Argo Brothers,Business&Other
Microsoft Excel 2019 Data Analysis and Business Modeling (Business Skills),Business&Other
"CompTIA A+ Certification Premium Bundle: All-in-One Exam Guide, Tenth Edition with Online Access Code for Performance-Based Simulations, Video Training, and Practice Exams (Exams 220-1001 & 220-1002)",Business&Other
Excel For Dummies,Business&Other
Windows 10 For Seniors For Dummies,Business&Other
Computers Made Easy: From Dummy To Geek,Business&Other
Office 2019 All-in-One For Dummies (Office All-in-one for Dummies),Business&Other
101 Most Popular Excel Formulas (101 Microsoft Excel Series),Business&Other
C# 8.0 in a Nutshell: The Definitive Reference,Business&Other
SharePoint For Dummies (For Dummies (Computer/Tech)),Business&Other
Exam Ref AZ-900 Microsoft Azure Fundamentals,Business&Other
Excel VBA Programming For Dummies (For Dummies (Computer/Tech)),Business&Other
Teach Yourself VISUALLY Windows 10 (Teach Yourself VISUALLY (Tech)),Business&Other
Computers For Seniors For Dummies (For Dummies (Computer/Tech)),Business&Other
PowerPoint 2019 For Dummies (Powerpoint for Dummies),Business&Other
Need help?,Business&Other
Access 2019 Bible,Business&Other
"Power Pivot and Power BI: The Excel User's Guide to DAX, Power Query, Power BI & Power Pivot in Excel 2010-2016",Business&Other
Excel 2016 All-in-One For Dummies,Business&Other
MCA Modern Desktop Administrator Complete Study Guide: Exam MD-100 and Exam MD-101,Business&Other
"Mike Meyers' CompTIA A+ Certification Passport, Seventh Edition (Exams 220-1001 & 220-1002) (Mike Meyers' Certification Passport)",Business&Other
Excel 2019 For Dummies,Business&Other
Learn PowerShell Scripting in a Month of Lunches,Business&Other
Windows 10 May 2019 Update: The Missing Manual: The Book That Should Have Been in the Box,Business&Other
Hands-On Microsoft Teams: A practical guide to enhancing enterprise collaboration with Microsoft Teams and Office 365,Business&Other
Excel 2020: Learn Excel Essential Skills with Smart Method. Learn the Basics of Excel in 30 Minutes. When You Improve with Excel 2020 You Feel like a Computer Artist,Business&Other
Math Practice Workbook Grades 1-3: 1000+ Questions You Need to Kill in Elementary School by Brain Hunter Prep,Business&Other
Information Technology Project Management,Business&Other
Excel 2016 Bible,Business&Other
macOS Catalina For Dummies (For Dummies (Computer/Tech)),Business&Other
Introducing MATH! Grade 2 by ArgoPrep: 600+ Practice Questions + Comprehensive Overview of Each Topic + Detailed Video Explanations Included | 2nd Grade Math Workbook,Business&Other
"Google Drive & Docs in 30 Minutes (2nd Edition): The unofficial guide to the new Google Drive, Docs, Sheets & Slides",Business&Other
Shelly Cashman Series Microsoft Office 365 & Office 2019 Introductory (MindTap Course List),Business&Other
Outlook 2019 For Dummies (Outlook for Dummies),Business&Other
Excel for Beginners (Excel Essentials),Business&Other
Hacking For Dummies (For Dummies (Computer/Tech)),Business&Other
Access 2019 For Dummies,Business&Other
Microsoft Project 2019 For Dummies (Project for Dummies),Business&Other
Microsoft Project 2019 Step by Step,Business&Other
"PMP® Questions, Answers and Explanations Updated for 2020-2021 Exam",Business&Other
Microsoft 365 and SharePoint Online Cookbook: Over 100 actionable recipes to help you perform everyday tasks effectively in Microsoft 365,Business&Other
Networking For Dummies,Business&Other
Technology for Success and Shelly Cashman Series Microsoft Office 365 & Office 2019 (MindTap Course List),Business&Other
Windows 10 All-in-One For Dummies,Business&Other
"Database Systems: Design, Implementation, & Management",Business&Other
"Designing Distributed Systems: Patterns and Paradigms for Scalable, Reliable Services",Business&Other
Microsoft Excel 2019 Pivot Table Data Crunching (Business Skills),Business&Other
"Office 365 For Dummies, 3rd Edition (For Dummies (Computer/Tech))",Business&Other
New Perspectives Microsoft Office 365 & Office 2019 Introductory (MindTap Course List),Business&Other
Excel Statistics: A Quick Guide,Business&Other
New Perspectives Microsoft Office 365 & Excel 2019 Comprehensive (MindTap Course List),Business&Other
"Microsoft Excel for Beginners: If your looking to take your Excel skills from beginner level and beyond, then this book is for you.",Business&Other
Office 2019 For Seniors For Dummies (For Dummies (Computer/Tech)),Business&Other
